mfo;edrpou;fullName;name
300584;21685485;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "СІТІБАНК";ПАТ "СІТІБАНК"
320984;21677333;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ПРОКРЕДИТ БАНК";АТ "ПРОКРЕДИТ БАНК"
320627;25959784;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "СБЕРБАНК";ПАТ "СБЕРБАНК"
300669;26051650;Публічне акціонерне товариство "ПРАЙМ - БАНК";ПАТ "ПРАЙМ - БАНК"
300852;26253000;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КОМЕРЦІЙНИЙ БАНК "АКТИВ-БАНК";ПАТ "КБ "АКТИВ - БАНК"
300885;26253023;Публічне акціонерне товариство "АРТЕМ-БАНК";АТ "АРТЕМ-БАНК"
300904;26254732;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ФОРТУНА-БАНК";АТ "ФОРТУНА-БАНК"
307123;26237202;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК ВОСТОК";ПАТ "БАНК ВОСТОК"
335902;26287625;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "УНІКОМБАНК";ПАТ "УНІКОМБАНК"
820172;37567646;Державна казначейська служба України, м.Київ;Державна казначейська служба України, м.Київ
300926;14285934;Приватне акціонерне товариство "Українська фінансова група";ПрАТ "УФГ"
300164;19356840;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ОМЕГА БАНК";ПАТ "ОМЕГА БАНК"
300131;09807856;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК "ФІНАНСИ ТА КРЕДИТ";АТ "БАНК "ФІНАНСИ ТА КРЕДИТ"
300119;14360506;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК АЛЬЯНС";ПАТ "БАНК АЛЬЯНС"
300205;19019775;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК";ПАТ "УПБ"
335946;19358767;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КОМЕРЦІЙНИЙ БАНК "ПІВДЕНКОМБАНК";ПАТ "КБ "ПІВДЕНКОМБАНК"
305987;20305925;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ЮНІОН СТАНДАРД БАНК";ПАТ "ЮСБ БАНК"
334992;20058668;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КОМЕРЦІЙНИЙ БАНК "ПРОМЕКОНОМБАНК";ПАТ "КБ "ПРОМЕКОНОМБАНК"
339500;09806443;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ТАСКОМБАНК";АТ "ТАСКОМБАНК"
321477;19024948;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "СТАРОКИЇВСЬКИЙ БАНК";ПАТ "СТАРОКИЇВСЬКИЙ БАНК"
325365;09807862;Публічне Акціонерне Товариство "КРЕДОБАНК";ПАТ "КРЕДОБАНК"
313849;13857564;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ  КОМЕРЦІЙНИЙ БАНК "ІНДУСТРІАЛБАНК";АКБ "ІНДУСТРІАЛБАНК"
328168;21650966;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "МТБ БАНК";ПАТ "МТБ БАНК"
351588;14360721;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "РЕАЛ БАНК";ПАТ "РЕАЛ БАНК"
351629;09804119;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "МЕГАБАНК";ПАТ "МЕГАБАНК"
322324;13550848;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ГРІН БАНК";ПАТ "ГРІН БАНК"
321723;14359845;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БТА БАНК";ПАТ "БТА БАНК"
353489;09809192;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "АСВІО БАНК";ПАТ "АСВІО БАНК"
353575;19357516;Публічне акціонерне товариство "Банк "Демарк";Банк "Демарк"
336310;19390819;Публічне акціонерне товариство "Ідея Банк";ПАТ "Ідея Банк"
320371;22868414;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК "УКРАЇНСЬКИЙ КАПІТАЛ";ПАТ "БАНК "УКРАЇНСЬКИЙ КАПІТАЛ"
300896;19193869;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ФІНАНС БАНК";ПАТ "ФІНАНС БАНК"
300614;14361575;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КРЕДІ АГРІКОЛЬ БАНК";ПАТ "КРЕДІ АГРІКОЛЬ БАНК"
334969;19388768;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "УКРАЇНСЬКИЙ БІЗНЕС БАНК";ПАТ "УКРБІЗНЕСБАНК"
304988;24191588;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "УКРАЇНСЬКИЙ КОМУНАЛЬНИЙ БАНК";ПАТ "УКРКОМУНБАНК"
300670;19364259;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КОМЕРЦІЙНИЙ БАНК "ХРЕЩАТИК";ПАТ "КБ "ХРЕЩАТИК"
322498;14371869;Публічне акціонерне товариство "Акціонерний комерційний банк "КИЇВ";ПАТ "АКБ "КИЇВ"
328760;20966466;Публічне акціонерне товариство "Місто Банк";АТ "Місто Банк"
397133;20028816;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ БАНК "СТОЛИЧНИЙ";ПАТ АБ "СТОЛИЧНИЙ"
300498;20017340;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК "НАЦІОНАЛЬНІ ІНВЕСТИЦІЇ";АТ "БАНК "НАЦІОНАЛЬНІ ІНВЕСТИЦІЇ"
320995;20717958;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БГ БАНК";ПАТ "БГ БАНК"
322539;20023569;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ЮНЕКС БАНК";ПАТ "ЮНЕКС БАНК"
320854;23362711;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ДІАМАНТБАНК";ПАТ "ДІАМАНТБАНК"
322540;21580639;Публічне акціонерне товариство "Комерційний Індустріальний Банк";АТ "КІБ"
322302;21570492;Публічне акціонерне товариство "Айбокс Банк";ПАТ "Айбокс Банк"
322001;21133352;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "УНІВЕРСАЛ БАНК";ПАТ "УНІВЕРСАЛ БАНК"
322948;21574573;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК ФОРУМ";ПАТ "БАНК ФОРУМ"
300658;20034231;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "ПІРЕУС БАНК МКБ";АТ "ПІРЕУС БАНК МКБ"
322799;21593719;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК ВЕЛЕС";АТ "БАНК ВЕЛЕС"
322830;20050951;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК "ТК КРЕДИТ";АТ КБ "ТК КРЕДИТ"
305749;14352406;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК КРЕДИТ ДНІПРО";ПАТ "БАНК КРЕДИТ ДНІПРО"
300346;23494714;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "АЛЬФА-БАНК";ПАТ "АЛЬФА-БАНК"
303484;19233095;Публічне акціонерне товариство "Західінкомбанк";ПАТ "Західінкомбанк"
320478;23697280;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ БАНК "УКРГАЗБАНК";АБ "УКРГАЗБАНК"
306704;23926846;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "КЛАСИКБАНК";ПАТ "КЛАСИКБАНК"
319092;24214088;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК "КИЇВСЬКА РУСЬ";ПАТ "БАНК "КИЇВСЬКА РУСЬ"
300120;22906155;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "БАНК ПЕТРОКОММЕРЦ-УКРАЇНА";ПАТ "БАНК ПЕТРОКОММЕРЦ-УКРАЇНА"
306500;21322127;ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "АКЦІОНЕРНИЙ БАНК "РАДАБАНК";ПАТ "АБ "РАДАБАНК"
300863;21666051;публічне акціонерне товариство "Кредитпромбанк";ПАТ "Кредитпромбанк"
300302;20077447;Центральне сховище;Центральне сховище
303020;09303021;Управління Національного банку України у Волинській області;Управління НБУ у Волинській області
305006;09305008;Управління Національного банку України в Дніпропетровській області;Управління НБУ в Дніпропетровській області
313377;09313373;Управління Національного банку України в Запорізькій області;Управління НБУ в Запорізькій області
315438;09315432;Управління Національного банку України  у Хмельницькій області;Управління НБУ у Хмельницькій області
321024;09321020;Головне управління Hаціонального банку України по місту Київу і Київській області;Головне управління НБУ по місту Київу і Київській області
325622;09325620;Управління Національного банку України у Львівській області;Управління НБУ у Львівській області
328027;09328021;Управління Національного банку України в Одеській області;Управління НБУ в Одеській області
351447;09351445;Управління Національного банку України в Харківській області;Управління НБУ в Харківській області
352297;09352290;Управління Національного банку України в Херсонській області;Управління НБУ в Херсонській області
356185;09356187;Управління Національного банку України в Чернівецькій області;Управління НБУ в Чернівецькій області
399012;21667056;Державна скарбниця України;Державна скарбниця України
399045;21575489;Банкнотно-монетний двір;Банкнотно-монетний двір
399056;22058017;Фабрика банкнотного паперу;Фабрика банкнотного паперу
399119;;Центральний апарат НБУ;Центральний апарат НБУ
302429;24896705;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Вінниці;Філія АТ "Укрексімбанк" у м.Вінниці"
303547;26196437;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Луцьку;Філія АТ "Укрексімбанк" у м.Луцьку"
305589;19362131;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Кривому Розі;Філія АТ "Укрексімбанк" у м. Кривому Розі"
305675;19358796;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Дніпрі;Філія АТ "Укрексімбанк" у м.Дніпрі"
311324;20401758;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Житомирі;Філія АТ "Укрексімбанк" у м.Житомирі"
312226;09805194;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Ужгороді;Філія АТ "Укрексімбанк" у м.Ужгороді"
313979;24905013;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м. Запоріжжі;Філія АТ "Укрексімбанк" у м. Запоріжжі"
315609;23563450;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Хмельницькому;Філія АТ "Укрексімбанк" у м.Хмельницькому"
323389;20630973;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м. Кропивницькому;Філія АТ "Укрексімбанк" у м. Кропивницькому"
325718;09805171;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Львові;Філія АТ "Укрексімбанк" у м.Львові"
326739;19362154;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Миколаїві;Філія АТ "Укрексімбанк" у м. Миколаїві"
328618;09805053;Філія публічного акціонерного товариства  "Державний експортно-імпортний банк України" в м. Одесі;Філія АТ "Укрексімбанк" у м. Одесі"
331649;21063524;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Полтаві;Філія АТ "Укрексімбанк" у м.Полтаві"
333539;23307646;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Рівному;Філія АТ "Укрексімбанк" у м.Рівному"
335957;26252228;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Маріуполі;Філія АТ "Укрексімбанк" у м.Маріуполі"
336688;20569558;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Івано-Франківську;Філія АТ "Укрексімбанк" у м.Івано-Франківську"
338879;22607369;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Тернополі;Філія АТ "Укрексімбанк" у м.Тернополі"
351618;19362160;Філія публічного акціонерного товариства "Державний експортно-імпортний  банк України" в м.Харкові;Філія АТ "Укрексімбанк" у м. Харкові"
352639;21296105;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м. Херсоні;Філія АТ "Укрексімбанк" у м.Херсоні"
353649;25571287;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Чернігові;Філія АТ "Укрексімбанк" у м.Чернігові"
354789;22808607;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Черкасах;Філія АТ "Укрексімбанк" у м.Черкасах"
356271;21420657;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м.Чернівцях;Філія АТ "Укрексімбанк" у м.Чернівцях"
380333;26296587;Філія публічного акціонерного товариства "Державний експортно-імпортний банк України" в м. Київі;Філія АТ "Укрексімбанк" у м. Київі"
302076;09302607;Філія - Вінницьке обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Вінницьке обласне управління АТ "Ощадбанк"
303398;09303328;Філія - Волинське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Волинське обласне управління АТ "Ощадбанк"
304665;09304612;Філія - Луганське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Луганське обласне управління АТ "Ощадбанк"
305482;09305480;Філія - Дніпропетровське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Дніпропетровське обласне управління АТ "Ощадбанк"
311647;09311380;Філія - Житомирське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Житомирське обласне управління АТ "Ощадбанк"
312356;09312190;Філія - Закарпатське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Закарпатське обласне управління АТ "Ощадбанк"
313957;02760363;Філія - Запорізьке обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Запорізьке обласне управління АТ "Ощадбанк"
315784;09315357;Філія - Хмельницьке обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Хмельницьке обласне управління АТ "Ощадбанк"
323475;09323408;Філія - Кіровоградське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Кіровоградське обласне управління АТ "Ощадбанк"
324805;09324508;Фiлiя - Кримське  республiканське управлiння публічного акцiонерного товариства "Державний ощадний банк України";Фiлiя - Кримське  республiканське управлiння АТ "Ощадбанк"
325796;09325703;Філія - Львівське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Львівське обласне управління АТ "Ощадбанк"
326461;09326464;Філія - Миколаївське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Миколаївське обласне управління АТ "Ощадбанк"
328845;09328601;Філія - Одеське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Одеське обласне управління АТ "Ощадбанк"
331467;09331508;Філія - Полтавське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Полтавське обласне управління АТ "Ощадбанк"
333368;09333401;Філія - Рівненське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Рівненське обласне управління АТ "Ощадбанк"
335106;09334702;Філія - Донецьке обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Донецьке обласне управління АТ "Ощадбанк"
336503;09336500;Філія - Івано-Франківське обласне управління публічного акціонерного  товариства "Державний ощадний банк "України";Філія - Івано-Франківське обласне управління АТ "Ощадбанк"
337568;09337356;Філія - Сумське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Сумське обласне управління АТ "Ощадбанк"
338545;09338500;Філія - Тернопільське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Тернопільське обласне управління АТ "Ощадбанк"
351823;09351600;Філія - Харківське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Харківське обласне управління АТ "Ощадбанк"
352457;02766367;Філія - Херсонське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Херсонське обласне управління АТ "Ощадбанк"
353553;09353504;Філія - Чернігівське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Чернігівське обласне управління АТ "Ощадбанк"
354507;02767059;Філія - Черкаське обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Черкаське обласне управління АТ "Ощадбанк"
356334;09356307;Філія - Чернівецьке обласне управління публічного акціонерного товариства "Державний ощадний банк України";Філія - Чернівецьке обласне управління АТ "Ощадбанк"
305653;19358201;Дніпропетровська обласна дирекція Публічного акціонерного товариства "Райффайзен Банк Аваль";Дніпропетровська обласна дирекція АТ "Райффайзен Банк Аваль"
325570;20846070;Львівська обласна дирекція Публічного акціонерного товариства "Райффайзен Банк Аваль";Львівська обласна дирекція АТ "Райффайзен Банк Аваль"
328351;23876031;Одеська обласна дирекція Публічного акціонерного товариства "Райффайзен Банк Аваль";Одеська обласна дирекція АТ "Райффайзен Банк Аваль"
350589;23321095;Харківська обласна дирекція Публічного акціонерного товариства "Райффайзен Банк Аваль";Харківська обласна дирекція АТ "Райффайзен Банк Аваль"
380805;14305909;Публічне акціонерне товариство "Райффайзен Банк Аваль";АТ "Райффайзен Банк Аваль"
300711;14360570;ПЕЧЕРСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ПЕЧЕРСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
302689;14360570;ВІННИЦЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ВІННИЦЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
304795;14360570;ЛУГАНСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЛУГАНСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
305750;14360570;КРИВОРІЗЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";КРИВОРІЗЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
311744;14360570;ФІЛІЯ "ЖИТОМИРСЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЖИТОМИРСЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
312378;14360570;ФІЛІЯ "ЗАКАРПАТСЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЗАКАРПАТСЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
313399;14360570;ФІЛІЯ "ЗАПОРІЗЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЗАПОРІЗЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
315405;14360570;ХМЕЛЬНИЦЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ХМЕЛЬНИЦЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
320649;14360570;ФІЛІЯ "РОЗРАХУНКОВИЙ ЦЕНТР" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ФІЛІЯ "РОЗРАХУНКОВИЙ ЦЕНТР" ПАТ КБ "ПРИВАТБАНК"
321842;14360570;ФІЛІЯ "КИЇВСЬКЕ ГОЛОВНЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";КИЇВСЬКЕ ГРУ ПАТ КБ "ПРИВАТБАНК"
323583;24144778;ФІЛІЯ "КІРОВОГРАДСЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";КІРОВОГРАДСЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
324935;14360570;СЕВАСТОПОЛЬСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";СЕВАСТОПОЛЬСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
325321;14360570;ФІЛІЯ "ЗАХІДНЕ ГОЛОВНЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЗАХІДНЕ ГРУ ПАТ КБ "ПРИВАТБАНК"
326610;14360570;ФІЛІЯ "МИКОЛАЇВСЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";МИКОЛАЇВСЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
331401;14360570;ФІЛІЯ "ПОЛТАВСЬКЕ ГОЛОВНЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ПОЛТАВСЬКЕ ГРУ ПАТ КБ "ПРИВАТБАНК"
333391;14360570;РІВНЕНСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";РІВНЕНСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
335429;14360570;МАРІУПОЛЬСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";МАРІУПОЛЬСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
335496;14360570;ФІЛІЯ "ДОНЕЦЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ДОНЕЦЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
335548;14360570;КРАМАТОРСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";КРАМАТОРСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
336677;14360570;ІВАНО-ФРАНКІВСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ  "ПРИВАТБАНК";ІВАНО-ФРАНКІВСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
337546;14360570;СУМСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";СУМСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
338783;14360570;ТЕРНОПІЛЬСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ТЕРНОПІЛЬСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
352479;14360570;ХЕРСОНСЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ХЕРСОНСЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
353586;14360570;ФІЛІЯ "ЧЕРНІГІВСЬКЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЧЕРНІГІВСЬКЕ РУ ПАТ КБ "ПРИВАТБАНК"
354347;14360570;ФІЛІЯ "ЧЕРКАСЬКЕ ГОЛОВНЕ РЕГІОНАЛЬНЕ УПРАВЛІННЯ" ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЧЕРКАСЬКЕ ГРУ ПАТ КБ "ПРИВАТБАНК"
356282;14360570;ЧЕРНІВЕЦЬКА ФІЛІЯ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КОМЕРЦІЙНОГО БАНКУ "ПРИВАТБАНК";ЧЕРНІВЕЦЬКА ФІЛІЯ ПАТ КБ "ПРИВАТБАНК"
380593;26410346;Київська філія ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА "МІСТО БАНК";Київська філія АТ "МІСТО БАНК"
802015;37979858;ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ВІННИЦЬКІЙ ОБЛАСТІ;ГУ ДКСУ У ВІННИЦЬКІЙ ОБЛАСТІ
803014;38009371;ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ВОЛИНСЬКІЙ ОБЛАСТІ;ГУ ДКСУ У ВОЛИНСЬКІЙ ОБЛАСТІ
804013;37991110;ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ЛУГАНСЬКІЙ ОБЛАСТІ;ГУ ДКСУ У ЛУГАНСЬКІЙ ОБЛАСТІ
811039;37976485;ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ЖИТОМИРСЬКІЙ ОБЛАСТІ;ГУ ДКСУ У ЖИТОМИРСЬКІЙ ОБЛАСТІ
